Freq_regularity_0,Freq_regularity_1,Freq_regularity_2,Freq_regularity_3,Freq_regularity_4,Freq_regularity_5,Freq_regularity_6,Freq_regularity_7,Freq_regularity_8,Freq_regularity_9,Freq_regularity_10,Freq_regularity_11,Label
0.0,0.7278867114257128,1.752983335655763,0.0,0.0,0.0,0.0,0.0,0.7278867114257128,0.0,0.0,0.0,AF
0.7278867114257127,0.0,0.0,0.9207119546699838,0.7278867114257127,0.0,0.0,0.0,0.0,0.7278867114257127,0.7278867114257127,0.0,AF
0.9207119546699838,1.4557734228514256,0.0,2.4359748611809517,0.0,0.0,0.0,0.7278867114257127,0.0,0.0,1.8414239093399676,0.9207119546699838,AF
0.9765625,0.7278867114257127,0.7278867114257128,0.7278867114257127,1.3421567791724156,0.7278867114257127,0.7278867114257127,0.0,0.0,0.0,0.0,0.0,AF
0.0,1.3421567791724156,1.4917238590351043,0.7278867114257127,0.0,1.4557734228514256,1.3421567791724156,1.4557734228514256,0.0,0.0,0.0,0.7278867114257127,AF
0.0,0.0,0.0,0.0,0.7278867114257128,0.0,0.0,0.0,0.7278867114257127,0.7278867114257127,0.0,0.0,AF
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9207119546699838,1.4557734228514254,AFL
0.7278867114257127,2.6244328607742675,0.9765625,0.0,0.9207119546699838,2.1836601342771385,0.0,0.0,0.0,0.0,0.7278867114257127,0.0,AFL
1.4557734228514256,0.7278867114257127,0.9207119546699838,0.7278867114257127,2.911546845702851,0.7278867114257127,3.6394335571285636,0.0,0.0,0.0,0.0,0.7278867114257127,AFL
0.0,0.0,0.0,0.0,1.8414239093399676,0.0,0.0,0.0,1.4917238590351043,0.9765625,0.0,0.0,AF
1.8414239093399676,0.9207119546699838,0.9207119546699838,2.0843503377060055,0.9765625,0.9207119546699838,0.9765625,0.9207119546699838,0.7278867114257127,0.7278867114257127,0.7278867114257127,1.4557734228514256,AFL
0.9207119546699838,0.9207119546699838,0.0,0.7278867114257128,0.0,0.0,0.9765625,0.0,0.0,0.0,0.9765625,0.9207119546699838,AF
1.4917238590351043,1.7529833356557631,0.9207119546699838,0.0,0.7278867114257128,2.7621358640099514,0.9207119546699838,1.1276372445109877,2.4359748611809513,0.7278867114257127,0.0,0.7278867114257127,AF
0.0,0.7278867114257128,0.9207119546699838,0.0,0.0,0.0,1.7529833356557631,0.0,0.0,0.0,0.7278867114257128,0.0,AF
0.0,0.0,3.319674162495303,0.0,6.8359375,0.7278867114257127,0.0,0.9207119546699838,0.7278867114257128,1.4917238590351043,0.9207119546699838,0.7278867114257127,AFL
